2022-12-09 09:49:21,723 INFO    StreamThr :38943 [internal.py:wandb_internal():87] W&B internal server running at pid: 38943, started at: 2022-12-09 09:49:21.718782
2022-12-09 09:49:21,769 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: status
2022-12-09 09:49:21,770 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: status
2022-12-09 09:49:21,774 DEBUG   SenderThread:38943 [sender.py:send():303] send: header
2022-12-09 09:49:21,774 INFO    WriterThread:38943 [datastore.py:open_for_write():75] open: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/run-2ughtb9q.wandb
2022-12-09 09:49:21,775 DEBUG   SenderThread:38943 [sender.py:send():303] send: run
2022-12-09 09:49:22,457 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: check_version
2022-12-09 09:49:22,480 INFO    SenderThread:38943 [dir_watcher.py:__init__():216] watching files in: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files
2022-12-09 09:49:22,481 INFO    SenderThread:38943 [sender.py:_start_run_threads():928] run started: 2ughtb9q with start time 1670575761.681428
2022-12-09 09:49:22,481 DEBUG   SenderThread:38943 [sender.py:send():303] send: summary
2022-12-09 09:49:22,482 INFO    SenderThread:38943 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-09 09:49:22,483 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: check_version
2022-12-09 09:49:22,728 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: run_start
2022-12-09 09:49:22,731 DEBUG   HandlerThread:38943 [system_info.py:__init__():31] System info init
2022-12-09 09:49:22,731 DEBUG   HandlerThread:38943 [system_info.py:__init__():46] System info init done
2022-12-09 09:49:22,732 INFO    HandlerThread:38943 [system_monitor.py:start():150] Starting system monitor
2022-12-09 09:49:22,732 INFO    SystemMonitor:38943 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-09 09:49:22,733 INFO    HandlerThread:38943 [system_monitor.py:probe():171] Collecting system info
2022-12-09 09:49:22,734 INFO    SystemMonitor:38943 [interfaces.py:start():168] Started cpu
2022-12-09 09:49:22,735 DEBUG   HandlerThread:38943 [system_info.py:probe():195] Probing system
2022-12-09 09:49:22,736 INFO    SystemMonitor:38943 [interfaces.py:start():168] Started disk
2022-12-09 09:49:22,738 INFO    SystemMonitor:38943 [interfaces.py:start():168] Started memory
2022-12-09 09:49:22,741 INFO    SystemMonitor:38943 [interfaces.py:start():168] Started network
2022-12-09 09:49:22,757 DEBUG   HandlerThread:38943 [system_info.py:_probe_git():180] Probing git
2022-12-09 09:49:22,803 DEBUG   HandlerThread:38943 [system_info.py:_probe_git():188] Probing git done
2022-12-09 09:49:22,804 DEBUG   HandlerThread:38943 [system_info.py:probe():241] Probing system done
2022-12-09 09:49:22,804 DEBUG   HandlerThread:38943 [system_monitor.py:probe():180] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.8.12', 'heartbeatAt': '2022-12-09T08:49:22.736224', 'startedAt': '2022-12-09T08:49:21.651481', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/run.py', 'codePath': 'run.py', 'git': {'remote': 'git@github.com:jiejiejj/OffensiveLanguage.git', 'commit': '61424daae29c1232042a039841d1530c68d6f8eb'}, 'email': 'is.jiehuang@gmail.com', 'root': '/Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage', 'host': 'taohuadao', 'username': 'taohuadao', 'executable': '/Users/taohuadao/opt/anaconda3/envs/daily/bin/python3.8', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1600, 'min': 1600, 'max': 1600}, 'cpu_freq_per_core': [{'current': 1600, 'min': 1600, 'max': 1600}], 'disk': {'total': 112.80464935302734, 'used': 14.2977294921875}, 'memory': {'total': 4.0}}
2022-12-09 09:49:22,805 INFO    HandlerThread:38943 [system_monitor.py:probe():181] Finished collecting system info
2022-12-09 09:49:22,805 INFO    HandlerThread:38943 [system_monitor.py:probe():184] Publishing system info
2022-12-09 09:49:22,805 DEBUG   HandlerThread:38943 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-09 09:49:22,807 DEBUG   HandlerThread:38943 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-09 09:49:22,808 DEBUG   HandlerThread:38943 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2022-12-09 09:49:23,497 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/conda-environment.yaml
2022-12-09 09:49:23,499 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/requirements.txt
2022-12-09 09:49:23,499 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/wandb-summary.json
2022-12-09 09:49:31,519 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/conda-environment.yaml
2022-12-09 09:49:31,547 DEBUG   HandlerThread:38943 [system_info.py:_save_conda():86] Saving conda packages done
2022-12-09 09:49:31,550 INFO    HandlerThread:38943 [system_monitor.py:probe():186] Finished publishing system info
2022-12-09 09:49:31,569 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:49:31,572 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:49:32,150 DEBUG   SenderThread:38943 [sender.py:send():303] send: telemetry
2022-12-09 09:49:32,152 DEBUG   SenderThread:38943 [sender.py:send():303] send: telemetry
2022-12-09 09:49:32,164 DEBUG   SenderThread:38943 [sender.py:send():303] send: files
2022-12-09 09:49:32,165 INFO    SenderThread:38943 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-09 09:49:32,523 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/output.log
2022-12-09 09:49:32,524 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/wandb-metadata.json
2022-12-09 09:49:33,083 INFO    Thread-22 :38943 [upload_job.py:push():143] Uploaded file /var/folders/f7/_5pz8dhj69z82qchj0w82tgw0000gn/T/tmp8qi51rmmwandb/agd9xsnc-wandb-metadata.json
2022-12-09 09:49:34,530 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/output.log
2022-12-09 09:49:47,162 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:49:47,165 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:49:53,601 INFO    Thread-19 :38943 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221209_094921-2ughtb9q/files/config.yaml
2022-12-09 09:50:02,456 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:50:02,459 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
2022-12-09 09:50:17,949 DEBUG   HandlerThread:38943 [handler.py:handle_request():139] handle_request: stop_status
2022-12-09 09:50:17,952 DEBUG   SenderThread:38943 [sender.py:send_request():317] send_request: stop_status
