2022-12-08 21:23:50,102 INFO    StreamThr :28916 [internal.py:wandb_internal():87] W&B internal server running at pid: 28916, started at: 2022-12-08 21:23:50.100089
2022-12-08 21:23:50,107 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: status
2022-12-08 21:23:50,114 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: status
2022-12-08 21:23:50,116 DEBUG   SenderThread:28916 [sender.py:send():303] send: header
2022-12-08 21:23:50,116 INFO    WriterThread:28916 [datastore.py:open_for_write():75] open: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/run-22f1nd1q.wandb
2022-12-08 21:23:50,151 DEBUG   SenderThread:28916 [sender.py:send():303] send: run
2022-12-08 21:23:50,777 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: check_version
2022-12-08 21:23:50,804 INFO    SenderThread:28916 [dir_watcher.py:__init__():216] watching files in: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files
2022-12-08 21:23:50,804 INFO    SenderThread:28916 [sender.py:_start_run_threads():928] run started: 22f1nd1q with start time 1670531030.076427
2022-12-08 21:23:50,804 DEBUG   SenderThread:28916 [sender.py:send():303] send: summary
2022-12-08 21:23:50,805 INFO    SenderThread:28916 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-08 21:23:50,806 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: check_version
2022-12-08 21:23:51,045 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: run_start
2022-12-08 21:23:51,048 DEBUG   HandlerThread:28916 [system_info.py:__init__():31] System info init
2022-12-08 21:23:51,048 DEBUG   HandlerThread:28916 [system_info.py:__init__():46] System info init done
2022-12-08 21:23:51,048 INFO    HandlerThread:28916 [system_monitor.py:start():150] Starting system monitor
2022-12-08 21:23:51,048 INFO    SystemMonitor:28916 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-08 21:23:51,048 INFO    HandlerThread:28916 [system_monitor.py:probe():171] Collecting system info
2022-12-08 21:23:51,049 INFO    SystemMonitor:28916 [interfaces.py:start():168] Started cpu
2022-12-08 21:23:51,050 DEBUG   HandlerThread:28916 [system_info.py:probe():195] Probing system
2022-12-08 21:23:51,050 INFO    SystemMonitor:28916 [interfaces.py:start():168] Started disk
2022-12-08 21:23:51,051 INFO    SystemMonitor:28916 [interfaces.py:start():168] Started memory
2022-12-08 21:23:51,052 INFO    SystemMonitor:28916 [interfaces.py:start():168] Started network
2022-12-08 21:23:51,060 DEBUG   HandlerThread:28916 [system_info.py:_probe_git():180] Probing git
2022-12-08 21:23:51,089 DEBUG   HandlerThread:28916 [system_info.py:_probe_git():188] Probing git done
2022-12-08 21:23:51,090 DEBUG   HandlerThread:28916 [system_info.py:probe():241] Probing system done
2022-12-08 21:23:51,090 DEBUG   HandlerThread:28916 [system_monitor.py:probe():180] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.8.12', 'heartbeatAt': '2022-12-08T20:23:51.050640', 'startedAt': '2022-12-08T20:23:50.044838', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/run.py', 'codePath': 'run.py', 'git': {'remote': 'git@github.com:jiejiejj/OffensiveLanguage.git', 'commit': '3aac98dc7364ca227de17332b8065134f9e539b1'}, 'email': 'is.jiehuang@gmail.com', 'root': '/Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage', 'host': 'taohuadao', 'username': 'taohuadao', 'executable': '/Users/taohuadao/opt/anaconda3/envs/daily/bin/python3.8', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1600, 'min': 1600, 'max': 1600}, 'cpu_freq_per_core': [{'current': 1600, 'min': 1600, 'max': 1600}], 'disk': {'total': 112.80464935302734, 'used': 14.2977294921875}, 'memory': {'total': 4.0}}
2022-12-08 21:23:51,090 INFO    HandlerThread:28916 [system_monitor.py:probe():181] Finished collecting system info
2022-12-08 21:23:51,090 INFO    HandlerThread:28916 [system_monitor.py:probe():184] Publishing system info
2022-12-08 21:23:51,091 DEBUG   HandlerThread:28916 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-08 21:23:51,092 DEBUG   HandlerThread:28916 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-08 21:23:51,092 DEBUG   HandlerThread:28916 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2022-12-08 21:23:51,810 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/requirements.txt
2022-12-08 21:23:51,811 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/wandb-summary.json
2022-12-08 21:23:51,812 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/conda-environment.yaml
2022-12-08 21:24:02,487 DEBUG   HandlerThread:28916 [system_info.py:_save_conda():86] Saving conda packages done
2022-12-08 21:24:02,531 INFO    HandlerThread:28916 [system_monitor.py:probe():186] Finished publishing system info
2022-12-08 21:24:02,688 DEBUG   HandlerThread:28916 [handler.py:handle_request():139] handle_request: stop_status
2022-12-08 21:24:02,690 DEBUG   SenderThread:28916 [sender.py:send_request():317] send_request: stop_status
2022-12-08 21:24:02,916 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/conda-environment.yaml
2022-12-08 21:24:02,917 INFO    Thread-13 :28916 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_212350-22f1nd1q/files/wandb-metadata.json
2022-12-08 21:24:03,078 DEBUG   SenderThread:28916 [sender.py:send():303] send: telemetry
2022-12-08 21:24:03,078 DEBUG   SenderThread:28916 [sender.py:send():303] send: telemetry
2022-12-08 21:24:03,088 DEBUG   SenderThread:28916 [sender.py:send():303] send: files
2022-12-08 21:24:03,088 INFO    SenderThread:28916 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
