2022-12-08 20:24:27,500 INFO    StreamThr :26429 [internal.py:wandb_internal():87] W&B internal server running at pid: 26429, started at: 2022-12-08 20:24:27.496829
2022-12-08 20:24:27,552 DEBUG   HandlerThread:26429 [handler.py:handle_request():139] handle_request: status
2022-12-08 20:24:27,553 DEBUG   SenderThread:26429 [sender.py:send_request():317] send_request: status
2022-12-08 20:24:27,557 INFO    WriterThread:26429 [datastore.py:open_for_write():75] open: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_202427-nux25nic/run-nux25nic.wandb
2022-12-08 20:24:27,558 DEBUG   SenderThread:26429 [sender.py:send():303] send: header
2022-12-08 20:24:27,558 DEBUG   SenderThread:26429 [sender.py:send():303] send: run
2022-12-08 20:24:28,373 DEBUG   HandlerThread:26429 [handler.py:handle_request():139] handle_request: check_version
2022-12-08 20:24:28,392 INFO    SenderThread:26429 [dir_watcher.py:__init__():216] watching files in: /Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/wandb/run-20221208_202427-nux25nic/files
2022-12-08 20:24:28,393 INFO    SenderThread:26429 [sender.py:_start_run_threads():928] run started: nux25nic with start time 1670527467.455524
2022-12-08 20:24:28,393 DEBUG   SenderThread:26429 [sender.py:send():303] send: summary
2022-12-08 20:24:28,394 INFO    SenderThread:26429 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-08 20:24:28,395 DEBUG   SenderThread:26429 [sender.py:send_request():317] send_request: check_version
2022-12-08 20:24:28,697 DEBUG   HandlerThread:26429 [handler.py:handle_request():139] handle_request: run_start
2022-12-08 20:24:28,702 DEBUG   HandlerThread:26429 [system_info.py:__init__():31] System info init
2022-12-08 20:24:28,702 DEBUG   HandlerThread:26429 [system_info.py:__init__():46] System info init done
2022-12-08 20:24:28,702 INFO    HandlerThread:26429 [system_monitor.py:start():150] Starting system monitor
2022-12-08 20:24:28,703 INFO    SystemMonitor:26429 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-08 20:24:28,703 INFO    HandlerThread:26429 [system_monitor.py:probe():171] Collecting system info
2022-12-08 20:24:28,705 INFO    SystemMonitor:26429 [interfaces.py:start():168] Started cpu
2022-12-08 20:24:28,706 DEBUG   HandlerThread:26429 [system_info.py:probe():195] Probing system
2022-12-08 20:24:28,706 INFO    SystemMonitor:26429 [interfaces.py:start():168] Started disk
2022-12-08 20:24:28,708 INFO    SystemMonitor:26429 [interfaces.py:start():168] Started memory
2022-12-08 20:24:28,710 INFO    SystemMonitor:26429 [interfaces.py:start():168] Started network
2022-12-08 20:24:28,721 DEBUG   HandlerThread:26429 [system_info.py:_probe_git():180] Probing git
2022-12-08 20:24:28,756 DEBUG   HandlerThread:26429 [system_info.py:_probe_git():188] Probing git done
2022-12-08 20:24:28,757 DEBUG   HandlerThread:26429 [system_info.py:probe():241] Probing system done
2022-12-08 20:24:28,757 DEBUG   HandlerThread:26429 [system_monitor.py:probe():180] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.8.12', 'heartbeatAt': '2022-12-08T19:24:28.707053', 'startedAt': '2022-12-08T19:24:27.429285', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage/run.py', 'codePath': 'run.py', 'git': {'remote': 'git@github.com:jiejiejj/OffensiveLanguage.git', 'commit': '3aac98dc7364ca227de17332b8065134f9e539b1'}, 'email': 'is.jiehuang@gmail.com', 'root': '/Users/taohuadao/Downloads/UU/semester3/R&D/OffensiveLanguage', 'host': 'taohuadao', 'username': 'taohuadao', 'executable': '/Users/taohuadao/opt/anaconda3/envs/daily/bin/python3.8', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1600, 'min': 1600, 'max': 1600}, 'cpu_freq_per_core': [{'current': 1600, 'min': 1600, 'max': 1600}], 'disk': {'total': 112.80464935302734, 'used': 14.297748565673828}, 'memory': {'total': 4.0}}
2022-12-08 20:24:28,758 INFO    HandlerThread:26429 [system_monitor.py:probe():181] Finished collecting system info
2022-12-08 20:24:28,758 INFO    HandlerThread:26429 [system_monitor.py:probe():184] Publishing system info
2022-12-08 20:24:28,758 DEBUG   HandlerThread:26429 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-08 20:24:28,760 DEBUG   HandlerThread:26429 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-08 20:24:28,760 DEBUG   HandlerThread:26429 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
